text,labels,affiliate,encoded_column
membela prabowo capres nya berusaha keras menyerang kubu prabowo malahamod membela prabowo somplak ,0,prabowo,"['membela', 'prabowo', 'capres', 'nya', 'berusaha', 'keras', 'menyerang', 'kubu', 'prabowo', 'malah', '##amo', '##d', 'membela', 'prabowo', 'som', '##pl', '##ak']"
kalo hina banget sedih pas capres normal normalisasi pas prabowo mocking anies ,0,prabowo,"['kalo', 'hina', 'banget', 'sedih', 'pas', 'capres', 'normal', 'normal', '##isasi', 'pas', 'prabowo', 'moc', '##king', 'anies']"
intinya diumur prabowo disetarakan berdiri sepanggung capres umur kondisi fisik psikis ditutupi ,1,prabowo,"['intinya', 'di', '##umur', 'prabowo', 'diset', '##arakan', 'berdiri', 'sep', '##anggung', 'capres', 'umur', 'kondisi', 'fisik', 'psikis', 'ditutupi']"
minim literasi minim argumentasi sepadan kandidat mengklaim prabowo berhasil debat came on penilaian prabowo ,0,prabowo,"['minim', 'literasi', 'minim', 'argumentasi', 'sepadan', 'kandidat', 'mengklaim', 'prabowo', 'berhasil', 'debat', 'cam', '##e', 'on', 'penilaian', 'prabowo']"
kalo jokowi begituan prabowo lo mingkem njing berbudi pekerti junjungan lo ,1,prabowo,"['kalo', 'jokowi', 'begitu', '##an', 'prabowo', 'lo', 'ming', '##kem', 'nj', '##ing', 'berb', '##udi', 'pekerti', 'jun', '##jung', '##an', 'lo']"
berani sowan ust ibhrs ,2,prabowo,"['berani', 'so', '##wan', 'ust', 'ib', '##hr', '##s']"
obati pakai belimbing sayur asam sulfat ,0,prabowo,"['obati', 'pakai', 'belimbing', 'sayur', 'asam', 'sulfat']"
pilgub dibalik anies ya prabowo ,1,prabowo,"['pilgub', 'dibalik', 'anies', 'ya', 'prabowo']"
oh salam budiman keren berkomedi politik tunggu ,2,prabowo,"['oh', 'salam', 'budiman', 'keren', 'berkom', '##edi', 'politik', 'tunggu']"
jujurlah jansen orang munafik ,0,prabowo,"['jujur', '##lah', 'jan', '##sen', 'orang', 'munafik']"
pesimis su menang lawan ahok orang nonkader dilamar cagub kadernya downgrade cawagub anies bawa proposal dukungan kerumahnya malam malam ya coba suruh bantah qoj oi p ,2,prabowo,"['pesimis', 'su', 'menang', 'lawan', 'ahok', 'orang', 'non', '##kad', '##er', 'dilamar', 'ca', '##gub', 'kader', '##nya', 'down', '##grade', 'caw', '##agub', 'anies', 'bawa', 'proposal', 'dukungan', 'kerumah', '##nya', 'malam', 'malam', 'ya', 'coba', 'suruh', 'bantah', 'q', '##oj', 'oi', 'p']"
diiyain debat mending ngopi warung h sodik ojek pengkolan iya iya iya iya ,1,prabowo,"['dii', '##yai', '##n', 'debat', 'mending', 'ngopi', 'warung', 'h', 'sod', '##ik', 'ojek', 'pengk', '##olan', 'iya', 'iya', 'iya', 'iya']"
lihat usernamenya kak prabowo balas poin memenya disitu wkwk ,1,prabowo,"['lihat', 'username', '##nya', 'kak', 'prabowo', 'balas', 'poin', 'memen', '##ya', 'disitu', 'wkwk']"
dasar etika debat ,0,prabowo,"['dasar', 'etika', 'debat']"
prabowo bahas polusi jakarta pupuk jateng menyerang offense bapuk berdalih menyerang ,0,prabowo,"['prabowo', 'bahas', 'polusi', 'jakarta', 'pupuk', 'jateng', 'menyerang', 'off', '##ense', 'bap', '##uk', 'berd', '##alih', 'menyerang']"
wowo pendukungnya gampang emosiaan ,1,prabowo,"['wow', '##o', 'pendukungnya', 'gampang', 'emosi', '##aan']"
lu kesampingkan substansi menyerang orang kematian tembak keadilan malih mengapai repot lu mencari jejak digital noh bapknya lu deh kagak anaknya dukung prabowo ,0,prabowo,"['lu', 'kes', '##ampingkan', 'substansi', 'menyerang', 'orang', 'kematian', 'tembak', 'keadilan', 'mali', '##h', 'mengapa', '##i', 'repot', 'lu', 'mencari', 'jejak', 'digital', 'noh', 'bap', '##kn', '##ya', 'lu', 'deh', 'kagak', 'anaknya', 'dukung', 'prabowo']"
terima kasih mbak mewakili ,1,prabowo,"['terima', 'kasih', 'mbak', 'mewakili']"
takut miskin ikutlah prabowo ,0,prabowo,"['takut', 'miskin', 'ikut', '##lah', 'prabowo']"
wajar sah sah pendukung mengunggulkan jagonya rakyat penentunya suka pilih suka pilih suka pilih memaksa pemikiran rakyat pemikiran prabowo ,2,prabowo,"['wajar', 'sah', 'sah', 'pendukung', 'mengungg', '##ulkan', 'jago', '##nya', 'rakyat', 'penentu', '##nya', 'suka', 'pilih', 'suka', 'pilih', 'suka', 'pilih', 'memaksa', 'pemikiran', 'rakyat', 'pemikiran', 'prabowo']"
prabowo gibran pilih ,1,prabowo,"['prabowo', 'gib', '##ran', 'pilih']"
keluarga korban ziarah makam keluarganya hilang diculik kejelasan penegakan hukum makam keluarga hilang orang tua harun mencari kejelasan meninggalnya sang anak membawa fakta lapangan ,0,prabowo,"['keluarga', 'korban', 'ziarah', 'makam', 'keluarganya', 'hilang', 'diculik', 'kejelasan', 'penegakan', 'hukum', 'makam', 'keluarga', 'hilang', 'orang', 'tua', 'harun', 'mencari', 'kejelasan', 'meninggalnya', 'sang', 'anak', 'membawa', 'fakta', 'lapangan']"
propaganda p b gue contoh ,0,prabowo,"['propaganda', 'p', 'b', 'gue', 'contoh']"
bahaya teh ,0,prabowo,"['bahaya', 'teh']"
buahahahaha monas dukung prabowo kalo kagak tau mindeng mingkem ,2,prabowo,"['buah', '##ahahaha', 'monas', 'dukung', 'prabowo', 'kalo', 'kagak', 'tau', 'mind', '##eng', 'ming', '##kem']"
menyerang perbendaharaan kalimat ya menyerang panas dingin kayak menyerang langsung pinsan prabowo lulusan sekolah capres debatnya kayak ,0,prabowo,"['menyerang', 'perbendaharaan', 'kalimat', 'ya', 'menyerang', 'panas', 'dingin', 'kayak', 'menyerang', 'langsung', 'pin', '##san', 'prabowo', 'lulusan', 'sekolah', 'capres', 'debat', '##nya', 'kayak']"
prabowo juara banget skillnya kayak ninja tempur ,0,prabowo,"['prabowo', 'juara', 'banget', 'skill', '##nya', 'kayak', 'ninja', 'tempur']"
bowo ganteng ,2,prabowo,"['bow', '##o', 'ganteng']"
setingannya prabowo bangsa ngusung jokowi anies eeh ambyar gara pilpres nyinyir emosian huff cucuku atok capek ,0,prabowo,"['seting', '##annya', 'prabowo', 'bangsa', 'ng', '##usun', '##g', 'jokowi', 'anies', 'ee', '##h', 'amb', '##yar', 'gara', 'pilpres', 'nyi', '##ny', '##ir', 'emosi', '##an', 'hu', '##ff', 'cucu', '##ku', 'ato', '##k', 'capek']"
kali ngejar jabatan sorry ye sory mas aniess ,0,prabowo,"['kali', 'ngej', '##ar', 'jabatan', 'sorry', 'ye', 'sor', '##y', 'mas', 'anies', '##s']"
maaf tolong dikasih contoh berskala nasional ,1,prabowo,"['maaf', 'tolong', 'dikasih', 'contoh', 'berskala', 'nasional']"
pilihan bego ,0,prabowo,"['pilihan', 'beg', '##o']"
ngitung buruk nya pilih capres itung ya salah indonesia forever iris bella gempa pengamat anis prabowo ,0,prabowo,"['ng', '##itung', 'buruk', 'nya', 'pilih', 'capres', 'itu', '##ng', 'ya', 'salah', 'indonesia', 'fore', '##ver', 'iris', 'bella', 'gempa', 'pengamat', 'anis', 'prabowo']"
mas faisol resa poinnya negara mengakui pelanggaran ham prabowo mengecilkan penculikan bilang tendensius sih mon ganjar terpilih mengadakan pengadilan ham ,0,prabowo,"['mas', 'fai', '##sol', 'res', '##a', 'poin', '##nya', 'negara', 'mengakui', 'pelanggaran', 'ham', 'prabowo', 'mengecilkan', 'penculikan', 'bilang', 'tend', '##ensi', '##us', 'sih', 'mon', 'ganja', '##r', 'terpilih', 'mengadakan', 'pengadilan', 'ham']"
ya kalo nyomot kalimat ahok munafik partai pengusung anies oposisi kalo demokrasi menurun jokowi mengizinkan berkoalisi iya kaget anis menghargai jasa prabowo silam ,0,prabowo,"['ya', 'kalo', 'ny', '##omo', '##t', 'kalimat', 'ahok', 'munafik', 'partai', 'pengus', '##ung', 'anies', 'oposisi', 'kalo', 'demokrasi', 'menurun', 'jokowi', 'mengizinkan', 'berk', '##oal', '##isi', 'iya', 'kaget', 'anis', 'menghargai', 'jasa', 'prabowo', 'silam']"
ungkapkan jokowi tunaikan janji amanah dki diusung prabowo prabowo kesempatan presiden ri ,1,prabowo,"['ungkapkan', 'jokowi', 'tunai', '##kan', 'janji', 'amanah', 'dki', 'diusung', 'prabowo', 'prabowo', 'kesempatan', 'presiden', 'ri']"
anak kemarin dipakein baju paslon lu suruh deklarasi gue kasih foto lejen deh kalo paham ya receh lu med tz sx ql ,1,prabowo,"['anak', 'kemarin', 'dipake', '##in', 'baju', 'paslon', 'lu', 'suruh', 'deklarasi', 'gue', 'kasih', 'foto', 'le', '##jen', 'deh', 'kalo', 'paham', 'ya', 'rece', '##h', 'lu', 'med', 't', '##z', 's', '##x', 'q', '##l']"
kuduga anies membawa politik identitasnya berkampanye ,1,prabowo,"['kudu', '##ga', 'anies', 'membawa', 'politik', 'identitasnya', 'berk', '##ampan', '##ye']"
integritas anies kayak bos isi deh ,1,prabowo,"['integritas', 'anies', 'kayak', 'bos', 'isi', 'deh']"
nyinggung orang ,1,prabowo,"['nyi', '##ng', '##gung', 'orang']"
prabowo senang numpang ketenaran ide berguna ,2,prabowo,"['prabowo', 'senang', 'numpang', 'ket', '##enaran', 'ide', 'berguna']"
analisis sentimen drone emprit positif amp berimbang terendah negatif tertinggi rendah terendah debat debat capres debatcapres xhr hrf pbx ,2,prabowo,"['analisis', 'sentimen', 'drone', 'emp', '##rit', 'positif', 'amp', 'berimbang', 'terendah', 'negatif', 'tertinggi', 'rendah', 'terendah', 'debat', 'debat', 'capres', 'debat', '##cap', '##res', 'x', '##hr', 'hr', '##f', 'pb', '##x']"
calon presidenku apik terserah lu membela pendukung ,1,prabowo,"['calon', 'presiden', '##ku', 'apik', 'terserah', 'lu', 'membela', 'pendukung']"
serba salah banget prabowo kalem salah salah dasarnya benci wkwkwk ,0,prabowo,"['serba', 'salah', 'banget', 'prabowo', 'kalem', 'salah', 'salah', 'dasarnya', 'benci', 'wkwkwk']"
pilpres jujur kecurangan prabowo kalah ,1,prabowo,"['pilpres', 'jujur', 'kecurangan', 'prabowo', 'kalah']"
prabowo tangguh priode kalah maju ,2,prabowo,"['prabowo', 'tangguh', 'pri', '##ode', 'kalah', 'maju']"
pokoknya prabowo jokowi sehat rakyat indonesia mencintaimu ,2,prabowo,"['pokoknya', 'prabowo', 'jokowi', 'sehat', 'rakyat', 'indonesia', 'mencintaimu']"
kagak update lu minggu wawancara wowo bilang bisnis die mandeg pas oposisi ,0,prabowo,"['kagak', 'update', 'lu', 'minggu', 'wawancara', 'wow', '##o', 'bilang', 'bisnis', 'die', 'mand', '##eg', 'pas', 'oposisi']"
mas didu ketinggalan berita diklarifikasi pendukung prabowo sih mas didu mas didu ,2,prabowo,"['mas', 'did', '##u', 'ketinggalan', 'berita', 'dik', '##larifikasi', 'pendukung', 'prabowo', 'sih', 'mas', 'did', '##u', 'mas', 'did', '##u']"
p b gue sabar prabowo pesan suri radja solo kekuatan sipakan terimakasih logistiknya wkakaka pelobby nya si vo gv e ,2,prabowo,"['p', 'b', 'gue', 'sabar', 'prabowo', 'pesan', 'suri', 'rad', '##ja', 'solo', 'kekuatan', 'sip', '##akan', 'terimakasih', 'logistik', '##nya', 'wk', '##akak', '##a', 'pel', '##ob', '##by', 'nya', 'si', 'vo', 'g', '##v', 'e']"
wakanda no more indonesia forever ,0,prabowo,"['wak', '##anda', 'no', 'more', 'indonesia', 'fore', '##ver']"
heeyy jokowi kencang sindir prabowo isu penculikan ham dibawa diluar forum debat ,0,prabowo,"['hee', '##yy', 'jokowi', 'kencang', 'sind', '##ir', 'prabowo', 'isu', 'penculikan', 'ham', 'dibawa', 'diluar', 'forum', 'debat']"
ya prabowo anies yx kak cs h ,1,prabowo,"['ya', 'prabowo', 'anies', 'y', '##x', 'kak', 'cs', 'h']"
salah bro mengusung kali soso eyang putri mu ,0,prabowo,"['salah', 'bro', 'mengusung', 'kali', 'sos', '##o', 'eyang', 'putri', 'mu']"
beruntung coba podium hp prabowo anies selamat ,2,prabowo,"['beruntung', 'coba', 'podium', 'hp', 'prabowo', 'anies', 'selamat']"
perasaan dikonfirmasi deh prabowo kalo pernyataan anies pas pilpres kalo komentar cari fakta ,1,prabowo,"['perasaan', 'dikonfirmasi', 'deh', 'prabowo', 'kalo', 'pernyataan', 'anies', 'pas', 'pilpres', 'kalo', 'komentar', 'cari', 'fakta']"
mega terlibat ya wiranto terlibat ya biar terang mengapai menunggu pengadilan prabowo mengomong nyebut nama orang deh langsung pengadilan ,0,prabowo,"['mega', 'terlibat', 'ya', 'wira', '##nt', '##o', 'terlibat', 'ya', 'biar', 'terang', 'mengapa', '##i', 'menunggu', 'pengadilan', 'prabowo', 'meng', '##omong', 'ny', '##ebut', 'nama', 'orang', 'deh', 'langsung', 'pengadilan']"
propaganda p b gue prabowo menghadapi tantangan global kaleng kaleng pundi partai ,2,prabowo,"['propaganda', 'p', 'b', 'gue', 'prabowo', 'menghadapi', 'tantangan', 'global', 'kaleng', 'kaleng', 'pun', '##di', 'partai']"
kalo gue dukung prabowo gue sebar kali aib ganjar anies sry gue kayak lu haus followers buzzer wkwk ,0,prabowo,"['kalo', 'gue', 'dukung', 'prabowo', 'gue', 'sebar', 'kali', 'aib', 'ganja', '##r', 'anies', 'sr', '##y', 'gue', 'kayak', 'lu', 'haus', 'followers', 'bu', '##zz', '##er', 'wkwk']"
anies almarhum habibie ya allah butuh pemimpin cerdas ,2,prabowo,"['anies', 'almarhum', 'habibie', 'ya', 'allah', 'butuh', 'pemimpin', 'cerdas']"
parah otak orang indonesia kebenaran tegakkan balas budi mental keadilan prabowo dukung anies anies menang memiliki potensi ,2,prabowo,"['parah', 'otak', 'orang', 'indonesia', 'kebenaran', 'tegak', '##kan', 'balas', 'budi', 'mental', 'keadilan', 'prabowo', 'dukung', 'anies', 'anies', 'menang', 'memiliki', 'potensi']"
pikiran mbah bowo nih dikerjain sadar khawatir musuh selimut satire gusdur prabowo orang ikhlas amp tulus dipahami ,2,prabowo,"['pikiran', 'mbah', 'bow', '##o', 'nih', 'diker', '##jain', 'sadar', 'khawatir', 'musuh', 'selimut', 'sat', '##ire', 'gus', '##du', '##r', 'prabowo', 'orang', 'ikhlas', 'amp', 'tulus', 'dipahami']"
besok debat pakai data ya pakai fiksi ,1,prabowo,"['besok', 'debat', 'pakai', 'data', 'ya', 'pakai', 'fiksi']"
propaganda pendukungnya berjuang dipenjara terbunuh dicuekin buzzer receh ,2,prabowo,"['propaganda', 'pendukungnya', 'berjuang', 'dipenjara', 'terbunuh', 'dic', '##ue', '##kin', 'bu', '##zz', '##er', 'rece', '##h']"
anies didukung prabowo nyagub dki anies menang gubernur dukungan geng radikal fpi hti dll menangnya anies dki prabowo ,2,prabowo,"['anies', 'didukung', 'prabowo', 'nya', '##gub', 'dki', 'anies', 'menang', 'gubernur', 'dukungan', 'geng', 'radikal', 'fpi', 'hti', 'dll', 'menang', '##nya', 'anies', 'dki', 'prabowo']"
andre salam rocky gerung yuk tampil ilc kemarin bikin kapok dipermalukan rupa ,1,prabowo,"['andre', 'salam', 'rock', '##y', 'ger', '##ung', 'yuk', 'tampil', 'il', '##c', 'kemarin', 'bikin', 'kap', '##ok', 'diperm', '##alukan', 'rupa']"
jokowi diangkat prabowo walikota gubernur presiden bilang jokowi terima kasih ,1,prabowo,"['jokowi', 'diangkat', 'prabowo', 'walikota', 'gubernur', 'presiden', 'bilang', 'jokowi', 'terima', 'kasih']"
membesarkan anies prabowo kalo jkw iya andil prabowo pks massa pilgub geribdra penggembira ,1,prabowo,"['membesarkan', 'anies', 'prabowo', 'kalo', 'jk', '##w', 'iya', 'andil', 'prabowo', 'pks', 'massa', 'pilgub', 'ger', '##ib', '##dr', '##a', 'penggemb', '##ira']"
nih parah nih ,0,prabowo,"['nih', 'parah', 'nih']"
awas kaget segini pajak mobil alphard andalan prabowo naj i e l ,0,prabowo,"['awas', 'kaget', 'segi', '##ni', 'pajak', 'mobil', 'alpha', '##rd', 'andalan', 'prabowo', 'naj', 'i', 'e', 'l']"
mantap jokowi dibawa kepemimpinan prabowo indonesia maju ,2,prabowo,"['mantap', 'jokowi', 'dibawa', 'kepemimpinan', 'prabowo', 'indonesia', 'maju']"
prabowo mengomong nyinggung situ repot ,0,prabowo,"['prabowo', 'meng', '##omong', 'nyi', '##ng', '##gung', 'situ', 'repot']"
butuh jabatan lambe mu waras h cl lu ,1,prabowo,"['butuh', 'jabatan', 'lamb', '##e', 'mu', 'waras', 'h', 'cl', 'lu']"
luwes darimananya viva vida buta bin bodoh arogan kalo luwes ya ganjar luwes santai bermain aman anis menyerang prabowo bertahan doang faktanya bodoh dipiara entar varian kopid ,0,prabowo,"['luw', '##es', 'darimana', '##nya', 'viva', 'vid', '##a', 'buta', 'bin', 'bodoh', 'ar', '##ogan', 'kalo', 'luw', '##es', 'ya', 'ganja', '##r', 'luw', '##es', 'santai', 'bermain', 'aman', 'anis', 'menyerang', 'prabowo', 'bertahan', 'doang', 'faktanya', 'bodoh', 'dip', '##iar', '##a', 'ent', '##ar', 'varian', 'kopi', '##d']"
penegakan hukum korbannya penghilangan nyawa wajib proses hukum pandang bulu ,0,prabowo,"['penegakan', 'hukum', 'korbannya', 'penghilang', '##an', 'nyawa', 'wajib', 'proses', 'hukum', 'pandang', 'bulu']"
kalo prabowo malu emak dukung mati an ,0,prabowo,"['kalo', 'prabowo', 'malu', 'emak', 'dukung', 'mati', 'an']"
suka anies pilih anies suka diculik pilih prabowo kwokwow a a amin ,2,prabowo,"['suka', 'anies', 'pilih', 'anies', 'suka', 'diculik', 'pilih', 'prabowo', 'kw', '##ok', '##wo', '##w', 'a', 'a', 'amin']"
anak sifatnya kayak anak ,1,prabowo,"['anak', 'sifatnya', 'kayak', 'anak']"
jabatan takut mengapai menhan prabowo subianto mundur oalah segitu nya jabatan pilpres kali kalah ,0,prabowo,"['jabatan', 'takut', 'mengapa', '##i', 'men', '##han', 'prabowo', 'subianto', 'mundur', 'o', '##alah', 'segitu', 'nya', 'jabatan', 'pilpres', 'kali', 'kalah']"
prabowo maju pilpres mengkhianati rakyat emak emak pendukung timbul tenggelam rakyat realitanya muncul rakyatnya tenggelam ,0,prabowo,"['prabowo', 'maju', 'pilpres', 'mengkh', '##ianati', 'rakyat', 'emak', 'emak', 'pendukung', 'timbul', 'tenggelam', 'rakyat', 'realita', '##nya', 'muncul', 'rakyatnya', 'tenggelam']"
peluru peluru lawan ditembakan prabowo sasaran untu menembak prabowo ,0,prabowo,"['peluru', 'peluru', 'lawan', 'ditembak', '##an', 'prabowo', 'sasaran', 'untu', 'menembak', 'prabowo']"
bijimane ceritanya ngarti tolong terjemahkan gempa pengamat anis prabowo b lu ie ,1,prabowo,"['biji', '##man', '##e', 'ceritanya', 'nga', '##rt', '##i', 'tolong', 'terjemah', '##kan', 'gempa', 'pengamat', 'anis', 'prabowo', 'b', 'lu', 'ie']"
prabowo debat ,1,prabowo,"['prabowo', 'debat']"
selow gama is the best ganjar mahfud nang ,2,prabowo,"['sel', '##ow', 'gama', 'is', 'the', 'best', 'ganja', '##r', 'mahfud', 'nang']"
prabowo pengurus kuda ,1,prabowo,"['prabowo', 'pengurus', 'kuda']"
penculikan aktivis kerja ,1,prabowo,"['penculikan', 'aktivis', 'kerja']"
propaganda p b gue mengomong becus ,0,prabowo,"['propaganda', 'p', 'b', 'gue', 'meng', '##omong', 'bec', '##us']"
prabowo muak sih tukang ngibul ,0,prabowo,"['prabowo', 'muak', 'sih', 'tukang', 'ng', '##ibu', '##l']"
media berbanding terbalik pilpres amp mengorek ngorek kejelekan puja puji disematkan bocah sulfat sang putera mahkota ,0,prabowo,"['media', 'berbanding', 'terbalik', 'pilpres', 'amp', 'meng', '##orek', 'ng', '##orek', 'kej', '##elekan', 'puj', '##a', 'puji', 'disematkan', 'bocah', 'sulfat', 'sang', 'putera', 'mahkota']"
kalo jual efeknya nyengsarain rakyat tuh ,0,prabowo,"['kalo', 'jual', 'efeknya', 'ny', '##engs', '##arai', '##n', 'rakyat', 'tuh']"
umur kelas sik sik ,1,prabowo,"['umur', 'kelas', 'sik', 'sik']"
presiden anis adem negeri gimick gemoy sok sok kompak belimbing sayur ,0,prabowo,"['presiden', 'anis', 'adem', 'negeri', 'gim', '##ick', 'gem', '##oy', 'sok', 'sok', 'kompak', 'belimbing', 'sayur']"
prabowo fokus bawa nama jokowi gagasannya meneruskan ,1,prabowo,"['prabowo', 'fokus', 'bawa', 'nama', 'jokowi', 'gagasan', '##nya', 'meneruskan']"
akun nolak prabowo ,1,prabowo,"['akun', 'nol', '##ak', 'prabowo']"
bkunder nya ,1,prabowo,"['bk', '##under', 'nya']"
no kebalikan wakil tua ,0,prabowo,"['no', 'kebalikan', 'wakil', 'tua']"
prabowo bilang uang kekuasaan prabowo mengkhianati rakyat ov lu ,0,prabowo,"['prabowo', 'bilang', 'uang', 'kekuasaan', 'prabowo', 'mengkh', '##ianati', 'rakyat', 'ov', 'lu']"
nakula ganjar pranowo berjanji menyelesaikan presiden komoditas ,0,prabowo,"['nak', '##ula', 'ganja', '##r', 'pran', '##owo', 'berjanji', 'menyelesaikan', 'presiden', 'komoditas']"
gemoy nya bowo ,1,prabowo,"['gem', '##oy', 'nya', 'bow', '##o']"
prabowo mengasih data percaya ,2,prabowo,"['prabowo', 'mengasih', 'data', 'percaya']"
turun kelas lo med main isu haha budiman rl n uq sih ,0,prabowo,"['turun', 'kelas', 'lo', 'med', 'main', 'isu', 'haha', 'budiman', 'rl', 'n', 'u', '##q', 'sih']"
sih prabowo lakukan negara serius ane ,2,prabowo,"['sih', 'prabowo', 'lakukan', 'negara', 'serius', 'ane']"
prabowo dipecat habibie fakta ,0,prabowo,"['prabowo', 'dipecat', 'habibie', 'fakta']"
dijual diandalkan prabowo mendompleng program kerja jokowi ,1,prabowo,"['dijual', 'diandalkan', 'prabowo', 'mendo', '##mp', '##leng', 'program', 'kerja', 'jokowi']"
prabowo menolak tuh cipika cipiki mas ganjar santuy mata engkong lu ,0,prabowo,"['prabowo', 'menolak', 'tuh', 'cip', '##ika', 'cip', '##iki', 'mas', 'ganja', '##r', 'sant', '##uy', 'mata', 'engk', '##ong', 'lu']"
tuh kubikang anislah berantas judi onlie maksud wowo nyinggung judi online ,0,prabowo,"['tuh', 'kubik', '##ang', 'anis', '##lah', 'berant', '##as', 'judi', 'on', '##lie', 'maksud', 'wow', '##o', 'nyi', '##ng', '##gung', 'judi', 'online']"
ya andaikan issue pesanan issue pesanan dibilang issue pesanan issue orderan itukan bungkus isi issue clear prabowo serius ya blak an ,2,prabowo,"['ya', 'andaikan', 'issue', 'pesanan', 'issue', 'pesanan', 'dibilang', 'issue', 'pesanan', 'issue', 'orderan', 'ituk', '##an', 'bungkus', 'isi', 'issue', 'clear', 'prabowo', 'serius', 'ya', 'bla', '##k', 'an']"
debat hukum isu polusi udara dijadikan alat menyerang salah kandidat dibahas komprehensif sekedar ya kayak prabowo ditanyain mas ganjar menyalahkan mahfud bedanya ,0,prabowo,"['debat', 'hukum', 'isu', 'polusi', 'udara', 'dijadikan', 'alat', 'menyerang', 'salah', 'kandidat', 'dibahas', 'komprehensif', 'sekedar', 'ya', 'kayak', 'prabowo', 'ditanya', '##in', 'mas', 'ganja', '##r', 'menyalahkan', 'mahfud', 'bedanya']"
prabowo bilang butuh jabatan sori ye ya catat dipilih beliau mencarikan jabatan cawapresnya ,2,prabowo,"['prabowo', 'bilang', 'butuh', 'jabatan', 'sor', '##i', 'ye', 'ya', 'catat', 'dipilih', 'beliau', 'mencarikan', 'jabatan', 'cawapres', '##nya']"
seonggok anak baperan milenial paham isi istana dituntun bang nicho silalahi gilbran ugm anak anak buta rekam jejak prestasi anies ribu sulit menyamai prabowo rising star an gibran lahir padam basi ,0,prabowo,"['seo', '##ng', '##go', '##k', 'anak', 'baper', '##an', 'milenial', 'paham', 'isi', 'istana', 'ditu', '##nt', '##un', 'bang', 'nich', '##o', 'sila', '##lah', '##i', 'gil', '##br', '##an', 'ugm', 'anak', 'anak', 'buta', 'rekam', 'jejak', 'prestasi', 'anies', 'ribu', 'sulit', 'menyamai', 'prabowo', 'ris', '##ing', 'star', 'an', 'gib', '##ran', 'lahir', 'padam', 'basi']"
bego banget lu oke kejelasan bapaknya debat kemarin tolong anies speak up anaknya tembak mati diusut pendukung prabowo bantu usut prabowo cari aman ,2,prabowo,"['beg', '##o', 'banget', 'lu', 'oke', 'kejelasan', 'bapaknya', 'debat', 'kemarin', 'tolong', 'anies', 'spe', '##ak', 'up', 'anaknya', 'tembak', 'mati', 'dius', '##ut', 'pendukung', 'prabowo', 'bantu', 'usut', 'prabowo', 'cari', 'aman']"
selamat jujur suka lo cluk menpilkan anies berandamu susah post gambar anies eh cluk bukanya jualan karya prabowo singkong beli alutista rongsok lu angkat anies ,2,prabowo,"['selamat', 'jujur', 'suka', 'lo', 'cl', '##uk', 'men', '##pil', '##kan', 'anies', 'beranda', '##mu', 'susah', 'post', 'gambar', 'anies', 'eh', 'cl', '##uk', 'bukan', '##ya', 'jualan', 'karya', 'prabowo', 'singkong', 'beli', 'alut', '##ista', 'rong', '##so', '##k', 'lu', 'angkat', 'anies']"
dimarahi om pendukung prabowo ,2,prabowo,"['dim', '##arahi', 'om', 'pendukung', 'prabowo']"
panik ya bang ,0,prabowo,"['panik', 'ya', 'bang']"
santuy solid sat set ganjar menang putaran ,2,prabowo,"['sant', '##uy', 'solid', 'sat', 'set', 'ganja', '##r', 'menang', 'putaran']"
prabowo orang etis realistis omong menghadapi tantangan intervensi omong tong kosong bunyinya nyaring ,2,prabowo,"['prabowo', 'orang', 'etis', 'realistis', 'omong', 'menghadapi', 'tantangan', 'intervensi', 'omong', 'tong', 'kosong', 'bunyinya', 'nyaring']"
duga kalo joged menutupi kesehatannya gue sehat joged usia melawan jokowi kecewa pindah prabowo harapan kecewa semoga anies membawa indonesia emas ,2,prabowo,"['duga', 'kalo', 'jog', '##ed', 'menutupi', 'kesehatannya', 'gue', 'sehat', 'jog', '##ed', 'usia', 'melawan', 'jokowi', 'kecewa', 'pindah', 'prabowo', 'harapan', 'kecewa', 'semoga', 'anies', 'membawa', 'indonesia', 'emas']"
anjay gua pikir admin parsos orang pintar pengikut bu susi beda akun politik ,2,prabowo,"['anj', '##ay', 'gua', 'pikir', 'admin', 'par', '##sos', 'orang', 'pintar', 'pengikut', 'bu', 'susi', 'beda', 'akun', 'politik']"
prabowo bilangnya tau mengapai bela rusak cincai cincai ,0,prabowo,"['prabowo', 'bilang', '##nya', 'tau', 'mengapa', '##i', 'bela', 'rusak', 'cinc', '##ai', 'cinc', '##ai']"
biasalah tadz jadikan senjata penghianatan anies prabowo ,0,prabowo,"['biasa', '##lah', 'tad', '##z', 'jadikan', 'senjata', 'pengh', '##ianatan', 'anies', 'prabowo']"
serius bercanda diakukan prabowo menjulurkan lidah mencederai uu pemilu amp adab ketimuran debat capres cawapres pemilu dilindungi uu pemilu visi misi calon kepala negara pemerintahan kedepan ,2,prabowo,"['serius', 'bercanda', 'diaku', '##kan', 'prabowo', 'menj', '##ulurkan', 'lidah', 'menc', '##eder', '##ai', 'uu', 'pemilu', 'amp', 'adab', 'keti', '##mur', '##an', 'debat', 'capres', 'cawapres', 'pemilu', 'dilindungi', 'uu', 'pemilu', 'visi', 'misi', 'calon', 'kepala', 'negara', 'pemerintahan', 'kedepan']"
