full_text,cleaned_text,case_folding,normalisasi,affiliate,stemming,labeling
"Legacy jokowi memangnya apa mas? Selain dia tidak pernah pro nilai-nilai demokrasi dari ketiganya memenuhi semua unsurnya. Anies dengan jejak intoleransi, Prabowo pelanggar HAM, Ganjar Wadas dan Kendeng.",Legacy jokowi memangnya apa mas Selain dia tidak pernah pro nilai nilai demokrasi dari ketiganya memenuhi semua unsurnya Anies dengan jejak intoleransi Prabowo pelanggar HAM Ganjar Wadas dan Kendeng,legacy jokowi memangnya apa mas selain dia tidak pernah pro nilai nilai demokrasi dari ketiganya memenuhi semua unsurnya anies dengan jejak intoleransi prabowo pelanggar ham ganjar wadas dan kendeng,legacy jokowi memangnya mas pro nilai nilai demokrasi ketiganya memenuhi unsurnya anies jejak intoleransi prabowo pelanggar ham ganjar wadas kendeng ,ganjar,legacy jokowi memang mas pro nilai nilai demokrasi tiga penuh unsur anies jejak intoleransi prabowo langgar ham ganjar wadas kendeng,positive
"@Nikmatul_Sg @ganjarpranowo MasyaAllah bangga banget dengan keluarga pak Ganjar, yang selalu kompak",Masya Allah bangga banget dengan keluarga pak Ganjar yang selalu kompak,masya allah bangga banget dengan keluarga pak ganjar yang selalu kompak,masya allah bangga banget keluarga ganjar kompak ,ganjar,masya allah bangga banget keluarga ganjar kompak,positive
@ekokuntadhi1 Banyaknya dukungan yang didapatkan oleh Pak Ganjar dari keluarga dan juga para tim,Banyaknya dukungan yang didapatkan oleh Pak Ganjar dari keluarga dan juga para tim,banyaknya dukungan yang didapatkan oleh pak ganjar dari keluarga dan juga para tim,banyaknya dukungan didapatkan ganjar keluarga tim ,ganjar,banyak dukung dapat ganjar keluarga tim,positive
"Ganjar Pranowo, pemimpin yang tidak hanya bicara, tetapi bertindak untuk kebaikan rakyat. @hidellieway  GanjarPranowo Presiden2024 https://t.co/33O7ZfPGtM",Ganjar Pranowo pemimpin yang tidak hanya bicara tetapi bertindak untuk kebaikan rakyat Ganjar Pranowo Presiden,ganjar pranowo pemimpin yang tidak hanya bicara tetapi bertindak untuk kebaikan rakyat ganjar pranowo presiden,ganjar pranowo pemimpin bicara bertindak kebaikan rakyat ganjar pranowo presiden ,ganjar,ganjar pranowo pimpin bicara tindak baik rakyat ganjar pranowo presiden,positive
@Dennysiregar7 ayo donk suruh sahkan saja anak mak banteng UU perampasan aset jika benar2 ganjar serius ingin memberantas korupsi. 😏,ayo donk suruh sahkan saja anak mak banteng UU perampasan aset jika benar ganjar serius ingin memberantas korupsi,ayo donk suruh sahkan saja anak mak banteng uu perampasan aset jika benar ganjar serius ingin memberantas korupsi,ayo suruh sahkan anak mak banteng uu perampasan aset ganjar serius memberantas korupsi ,ganjar,ayo suruh sahkan anak mak banteng uu ampas aset ganjar serius berantas korupsi,neutral
@seruanhl @ganjarpranowo @mohmahfudmd @NgkongRoses @B1nt4ng_K1r4r4 @RiaKeynou @03__nakula @007koteka @Aryprasetyo85 Ganjar Paling Tegas,Ganjar Paling Tegas,ganjar paling tegas,ganjar ,ganjar,ganjar,neutral
@bumnbersatu Siip....mas ganjar orangnya nek menurut kriteria....jenengan mbah,Siip mas ganjar orangnya nek menurut kriteria jenengan mbah,siip mas ganjar orangnya nek menurut kriteria jenengan mbah,sip mas ganjar orangnya nek kriteria jenengan mbah ,ganjar,sip mas ganjar orang nek kriteria jeneng mbah,neutral
@SALLY07195073 @alextham878 Bknnya nol lg tp minus Krn kasus '98 itu sampe ditanya Ganjar dmn kuburan mrk tuk Kel nya jiarah? GA BISA DIJAWAB,Bknnya nol lg tp minus Krn kasus itu sampe ditanya Ganjar dmn kuburan mrk tuk Kel nya jiarah GA BISA DIJAWAB,bknnya nol lg tp minus krn kasus itu sampe ditanya ganjar dmn kuburan mrk tuk kel nya jiarah ga bisa dijawab,bknnya nol minus ganjar dimana kuburan keluarga nya jiarah ,ganjar,bknnya nol minus ganjar mana kubur keluarga nya jiarah,negative
@KataNadiaaa Rakyat tau kok yang terbaik pasti pilih Ganjar Mahfud dong,Rakyat tau kok yang terbaik pasti pilih Ganjar Mahfud dong,rakyat tau kok yang terbaik pasti pilih ganjar mahfud dong,rakyat tau terbaik pilih ganjar mahfud ,ganjar,rakyat tau baik pilih ganjar mahfud,positive
@kiki_daliyo yang pasti sih saya bakalan tetep dukung pak ganjar,yang pasti sih saya bakalan tetep dukung pak ganjar,yang pasti sih saya bakalan tetep dukung pak ganjar,sih dukung ganjar ,ganjar,sih dukung ganjar,positive
Nyerang ganjar dgn wadas sama aja nyerang jokowi. Wadas itu PSN. Formula E nyerang dari segi mana agak sulit. Prabowo nyerang soal polusi udara juga tapi gagal.,Nyerang ganjar dgn wadas sama aja nyerang jokowi Wadas itu PSN Formula E nyerang dari segi mana agak sulit Prabowo nyerang soal polusi udara juga tapi gagal,nyerang ganjar dgn wadas sama aja nyerang jokowi wadas itu psn formula e nyerang dari segi mana agak sulit prabowo nyerang soal polusi udara juga tapi gagal,menyerang ganjar wadas menyerang jokowi wadas psn formula e menyerang segi sulit prabowo menyerang polusi udara gagal ,ganjar,serang ganjar wadas serang jokowi wadas psn formula e serang segi sulit prabowo serang polusi udara gagal,negative
@Dennysiregar7 Semoga kengatan tergambar jelask di pak ganjar yang terbaiknya,Semoga kengatan tergambar jelask di pak ganjar yang terbaiknya,semoga kengatan tergambar jelask di pak ganjar yang terbaiknya,semoga kengatan tergambar jelask ganjar terbaiknya ,ganjar,moga kengatan gambar jelask ganjar baik,neutral
@Dennysiregar7 Persamaan Pak JKW &amp  pak. Ganjar. Sama2 ingin berbuat yg terbaik .  Pak JKW ingin yg terbaik untuk seluruh Rakyat indonesia.  Pak Ganjar berbuat yg terbaik untuk jateng.  Sehat selalu beliau berdua,Persamaan Pak JKW amp pak Ganjar Sama ingin berbuat yg terbaik Pak JKW ingin yg terbaik untuk seluruh Rakyat indonesia Pak Ganjar berbuat yg terbaik untuk jateng Sehat selalu beliau berdua,persamaan pak jkw amp pak ganjar sama ingin berbuat yg terbaik pak jkw ingin yg terbaik untuk seluruh rakyat indonesia pak ganjar berbuat yg terbaik untuk jateng sehat selalu beliau berdua,persamaan jkw amp ganjar berbuat terbaik jkw terbaik rakyat indonesia ganjar berbuat terbaik jateng sehat beliau berdua ,ganjar,sama jkw amp ganjar buat baik jkw baik rakyat indonesia ganjar buat baik jateng sehat beliau dua,positive
@IDNTimes ganjar tuh sabar banget ga emosiann salutt,ganjar tuh sabar banget ga emosiann salutt,ganjar tuh sabar banget ga emosiann salutt,ganjar tuh sabar banget emosiann salutt ,ganjar,ganjar tuh sabar banget emosiann salutt,positive
Ganjar-Mahfud,Ganjar Mahfud,ganjar mahfud,ganjar mahfud ,ganjar,ganjar mahfud,neutral
@bumnbersatu @AgusYudhoyono @PDemokrat Betul banget. Apalagi Ganjar Mahfud Atikoh dan Sandiaga Uno militan keliling Indonesia untuk menang SATU PUTARAN,Betul banget Apalagi Ganjar Mahfud Atikoh dan Sandiaga Uno militan keliling Indonesia untuk menang SATU PUTARAN,betul banget apalagi ganjar mahfud atikoh dan sandiaga uno militan keliling indonesia untuk menang satu putaran,banget ganjar mahfud atikoh sandiaga uno militan keliling indonesia menang putaran ,ganjar,banget ganjar mahfud atikoh sandiaga uno militan keliling indonesia menang putar,positive
"@Melihat_Indo Performa pak Ganjar sangat sempurna dan memukau audens, beliau dg karakter sabar dan lembut serta tenang mampu memancing audens untuk berdecak kagum akan paparannya 🤗🤗🤗",Performa pak Ganjar sangat sempurna dan memukau audens beliau dg karakter sabar dan lembut serta tenang mampu memancing audens untuk berdecak kagum akan paparannya,performa pak ganjar sangat sempurna dan memukau audens beliau dg karakter sabar dan lembut serta tenang mampu memancing audens untuk berdecak kagum akan paparannya,performa ganjar sempurna memukau audens beliau karakter sabar lembut tenang memancing audens berdecak kagum paparannya ,ganjar,performa ganjar sempurna pukau audens beliau karakter sabar lembut tenang pancing audens decak kagum papar,positive
@Prihati_utami Setuju dong...dri dlu udh suka ma pak ganjar sjak jdi gub.jateng..paa beliau sidak pungli di bagian penimbangan..it keren abis..ndak cma omongan tp terjun langsung..dan di debat it pun wawasan serta pengalaman nya dituangkan utk debat yy mnjdikan lbh solid dan kuat,Setuju dong dri dlu udh suka ma pak ganjar sjak jdi gub jateng paa beliau sidak pungli di bagian penimbangan it keren abis ndak cma omongan tp terjun langsung dan di debat it pun wawasan serta pengalaman nya dituangkan utk debat yy mnjdikan lbh solid dan kuat,setuju dong dri dlu udh suka ma pak ganjar sjak jdi gub jateng paa beliau sidak pungli di bagian penimbangan it keren abis ndak cma omongan tp terjun langsung dan di debat it pun wawasan serta pengalaman nya dituangkan utk debat yy mnjdikan lbh solid dan kuat,setuju suka ganjar sjak gub jateng paa beliau sidak pungli penimbangan keren habis indak omongan terjun langsung debat wawasan pengalaman nya dituangkan debat yy mnjdikan solid kuat ,ganjar,tuju suka ganjar sjak gub jateng paa beliau sidak pungli timbang keren habis indak omong terjun langsung debat wawas alam nya tuang debat yy mnjdikan solid kuat,positive
"@slametw0180 @blontankpoer Bukan, itu ide pak ganjar awalnya lalu diikuti 10 provinsi di indonesia, dan tdk semua provinsi menggunakan kartu tani. Bisa di cek",Bukan itu ide pak ganjar awalnya lalu diikuti provinsi di indonesia dan tdk semua provinsi menggunakan kartu tani Bisa di cek,bukan itu ide pak ganjar awalnya lalu diikuti provinsi di indonesia dan tdk semua provinsi menggunakan kartu tani bisa di cek,ide ganjar diikuti provinsi indonesia provinsi kartu tani cek ,ganjar,ide ganjar ikut provinsi indonesia provinsi kartu tani cek,neutral
@ganjarpranowo Semua bisa melihat dan menilai debat semalam memang pak Ganjar Paling Tegas apalagi visi misinya👍,Semua bisa melihat dan menilai debat semalam memang pak Ganjar Paling Tegas apalagi visi misinya,semua bisa melihat dan menilai debat semalam memang pak ganjar paling tegas apalagi visi misinya,menilai debat semalam ganjar visi misinya ,ganjar,nilai debat malam ganjar visi misi,positive
@Melihat_Indo Emang performa pak Ganjar semalam keren poll,Emang performa pak Ganjar semalam keren poll,emang performa pak ganjar semalam keren poll,performa ganjar semalam keren poll ,ganjar,performa ganjar malam keren poll,positive
@Generasi_MudaNU Satu kata dg perbuatan adalah kata kuncinya. Ganjar Mahfud lah orangnya.,Satu kata dg perbuatan adalah kata kuncinya Ganjar Mahfud lah orangnya,satu kata dg perbuatan adalah kata kuncinya ganjar mahfud lah orangnya,perbuatan kuncinya ganjar mahfud orangnya ,ganjar,buat kunci ganjar mahfud orang,neutral
@Prihati_utami udah gaperlu di ragukan lagi dehh. keliatan kok kalo pak Ganjar Paling Tegas,udah gaperlu di ragukan lagi dehh keliatan kok kalo pak Ganjar Paling Tegas,udah gaperlu di ragukan lagi dehh keliatan kok kalo pak ganjar paling tegas,gaperlu ragukan deh kalo ganjar ,ganjar,gaperlu ragu deh kalo ganjar,neutral
@Dennysiregar7 Pak ganjar lebih baik dalam menyelesaikan pekerjaan,Pak ganjar lebih baik dalam menyelesaikan pekerjaan,pak ganjar lebih baik dalam menyelesaikan pekerjaan,ganjar menyelesaikan pekerjaan ,ganjar,ganjar selesai kerja,neutral
Dari sinilah kita bisa memberikan poin tertinggi buat seorang Ganjar dan rasanya hanya Ganjarlah pantas memimpin bangsa Indonesia,Dari sinilah kita bisa memberikan poin tertinggi buat seorang Ganjar dan rasanya hanya Ganjarlah pantas memimpin bangsa Indonesia,dari sinilah kita bisa memberikan poin tertinggi buat seorang ganjar dan rasanya hanya ganjarlah pantas memimpin bangsa indonesia,poin tertinggi ganjar ganjarlah memimpin bangsa indonesia ,ganjar,poin tinggi ganjar ganjar pimpin bangsa indonesia,neutral
@Melihat_Indo Lihat pak Ganjar semalam keren abis apalagi setiap gagasannya selalu apik dan mudah dipahami,Lihat pak Ganjar semalam keren abis apalagi setiap gagasannya selalu apik dan mudah dipahami,lihat pak ganjar semalam keren abis apalagi setiap gagasannya selalu apik dan mudah dipahami,lihat ganjar semalam keren habis gagasannya apik mudah dipahami ,ganjar,lihat ganjar malam keren habis gagas apik mudah paham,positive
@Prihati_utami dari debat kemaren malem si keliatan banget ya kalo pak Ganjar Paling Tegas,dari debat kemaren malem si keliatan banget ya kalo pak Ganjar Paling Tegas,dari debat kemaren malem si keliatan banget ya kalo pak ganjar paling tegas,debat kemarin malam sih banget ya kalo ganjar ,ganjar,debat kemarin malam sih banget ya kalo ganjar,neutral
@Dennysiregar7 Pak Ganjar memang hebat selalu memikirkan rakyatnya ... Dan kita bisa melewati pandemi dengan selamat,Pak Ganjar memang hebat selalu memikirkan rakyatnya Dan kita bisa melewati pandemi dengan selamat,pak ganjar memang hebat selalu memikirkan rakyatnya dan kita bisa melewati pandemi dengan selamat,ganjar hebat memikirkan rakyatnya melewati pandemi selamat ,ganjar,ganjar hebat pikir rakyat lewat pandemi selamat,positive
@Prihati_utami Setuju banget memang Ganjar Paling Tegas dan paling layak menjadi presiden,Setuju banget memang Ganjar Paling Tegas dan paling layak menjadi presiden,setuju banget memang ganjar paling tegas dan paling layak menjadi presiden,setuju banget ganjar layak presiden ,ganjar,tuju banget ganjar layak presiden,positive
@Melihat_Indo Terlihat jelas sekali karakteristik seorang Pemimpin dapat tergambarkan betapa Pak Ganjar begitu tenang dan lugas dalam menjawab semua pertanyaan.,Terlihat jelas sekali karakteristik seorang Pemimpin dapat tergambarkan betapa Pak Ganjar begitu tenang dan lugas dalam menjawab semua pertanyaan,terlihat jelas sekali karakteristik seorang pemimpin dapat tergambarkan betapa pak ganjar begitu tenang dan lugas dalam menjawab semua pertanyaan,karakteristik pemimpin tergambarkan betapa ganjar tenang lugas ,ganjar,karakteristik pimpin gambar betapa ganjar tenang lugas,positive
"@Melihat_Indo Gue puas banget sama performa pak Ganjar, beliau kalem, santai dan keliatan jelas siapa yg bener mau bangun negara kita ini""",Gue puas banget sama performa pak Ganjar beliau kalem santai dan keliatan jelas siapa yg bener mau bangun negara kita ini,gue puas banget sama performa pak ganjar beliau kalem santai dan keliatan jelas siapa yg bener mau bangun negara kita ini,gue puas banget performa ganjar beliau kalem santai bangun negara ,ganjar,gue puas banget performa ganjar beliau kalem santai bangun negara,positive
"@DeilyUpdate @tubirfess tpi gua ga liat bahas kesian batinnya pak anies"" atau ""kesian batinnya pak ganjar pasti sedih"" mana? Di x yg dibahas isi debatnya yah wlpn msh ada buzzer lebay""",tpi gua ga liat bahas kesian batinnya pak anies atau kesian batinnya pak ganjar pasti sedih mana Di x yg dibahas isi debatnya yah wlpn msh ada buzzer lebay,tpi gua ga liat bahas kesian batinnya pak anies atau kesian batinnya pak ganjar pasti sedih mana di x yg dibahas isi debatnya yah wlpn msh ada buzzer lebay,gua lihat bahas kesian batinnya anies kesian batinnya ganjar sedih kali dibahas isi debatnya ya wlpn buzzer lebay ,ganjar,gua lihat bahas kesi batin anies kesi batin ganjar sedih kali bahas isi debat ya wlpn buzzer lebay,negative
@Dennysiregar7 Ow gitu ya..jadi makin yakin memilih pak Ganjar - Mahfud,Ow gitu ya jadi makin yakin memilih pak Ganjar Mahfud,ow gitu ya jadi makin yakin memilih pak ganjar mahfud,ow ya memilih ganjar mahfud ,ganjar,ow ya pilih ganjar mahfud,neutral
"@ganjarpranowo Setuju banget pak, tp jujur pak Ganjar Paling Tegas diantara yg lain pak..makasih sudah melakukan yg terbaik untuk rakyat Indonesia ya pak🙏🤟",Setuju banget pak tp jujur pak Ganjar Paling Tegas diantara yg lain pak makasih sudah melakukan yg terbaik untuk rakyat Indonesia ya pak,setuju banget pak tp jujur pak ganjar paling tegas diantara yg lain pak makasih sudah melakukan yg terbaik untuk rakyat indonesia ya pak,setuju banget jujur ganjar terima kasih terbaik rakyat indonesia ya ,ganjar,tuju banget jujur ganjar terima kasih baik rakyat indonesia ya,positive
@KataNadiaaa Kalau kami sih team pak ganjar aja deh,Kalau kami sih team pak ganjar aja deh,kalau kami sih team pak ganjar aja deh,sih team ganjar deh ,ganjar,sih team ganjar deh,neutral
@ganjarpranowo Gas poll terus pak Ganjar karena banyak yg mendukung mu pantang menyerah pak selalu berbuat baik dan selalu memberikan yg terbaik,Gas poll terus pak Ganjar karena banyak yg mendukung mu pantang menyerah pak selalu berbuat baik dan selalu memberikan yg terbaik,gas poll terus pak ganjar karena banyak yg mendukung mu pantang menyerah pak selalu berbuat baik dan selalu memberikan yg terbaik,gas poll ganjar mendukung mu pantang menyerah berbuat terbaik ,ganjar,gas poll ganjar dukung mu pantang serah buat baik,positive
@Nikmatul_Sg @ganjarpranowo Kita punya Mas Ganjar yang selalu siap jadi support system yang nggak kenal lelah!,Kita punya Mas Ganjar yang selalu siap jadi support system yang nggak kenal lelah,kita punya mas ganjar yang selalu siap jadi support system yang nggak kenal lelah,mas ganjar support system kenal lelah ,ganjar,mas ganjar support system kenal lelah,negative
@Melihat_Indo performa pak ganjar yang terbaik sihh yaaa,performa pak ganjar yang terbaik sihh ya,performa pak ganjar yang terbaik sihh ya,performa ganjar terbaik sih ya ,ganjar,performa ganjar baik sih ya,positive
@Dennysiregar7 Sbg kepala daerah tentu pak ganjar jg memikirkan nasib rakyat jateng jk sampe benar2 terjadi  Lockdown. Krn imbas lockdown sebuah negara itu semua jg pasti paham akan sngt mengerikan.  Pak JKW keren pak Ganjar jg keren,Sbg kepala daerah tentu pak ganjar jg memikirkan nasib rakyat jateng jk sampe benar terjadi Lockdown Krn imbas lockdown sebuah negara itu semua jg pasti paham akan sngt mengerikan Pak JKW keren pak Ganjar jg keren,sbg kepala daerah tentu pak ganjar jg memikirkan nasib rakyat jateng jk sampe benar terjadi lockdown krn imbas lockdown sebuah negara itu semua jg pasti paham akan sngt mengerikan pak jkw keren pak ganjar jg keren,kepala daerah ganjar memikirkan nasib rakyat jateng lockdown imbas lockdown negara paham mengerikan jkw keren ganjar keren ,ganjar,kepala daerah ganjar pikir nasib rakyat jateng lockdown imbas lockdown negara paham keri jkw keren ganjar keren,positive
"@Dennysiregar7 Wah baru tau nih kisah ini, keren bgt ternyata pak ganjar ikut berkontribusi waktu itu",Wah baru tau nih kisah ini keren bgt ternyata pak ganjar ikut berkontribusi waktu itu,wah baru tau nih kisah ini keren bgt ternyata pak ganjar ikut berkontribusi waktu itu,tau nih kisah keren banget ganjar berkontribusi ,ganjar,tau nih kisah keren banget ganjar kontribusi,positive
"@ekokuntadhi1 Pak Ganjar patut mendapat apresiasi atas upayanya menciptakan lingkungan pemerintahan yang bersih dan berintegritas di Jawa Tengah. Dengan skor 78,26, ini bukan hanya keberhasilan pribadi beliau, tetapi juga keberhasilan masyarakat Jawa Tengah secara keseluruhan",Pak Ganjar patut mendapat apresiasi atas upayanya menciptakan lingkungan pemerintahan yang bersih dan berintegritas di Jawa Tengah Dengan skor ini bukan hanya keberhasilan pribadi beliau tetapi juga keberhasilan masyarakat Jawa Tengah secara keseluruhan,pak ganjar patut mendapat apresiasi atas upayanya menciptakan lingkungan pemerintahan yang bersih dan berintegritas di jawa tengah dengan skor ini bukan hanya keberhasilan pribadi beliau tetapi juga keberhasilan masyarakat jawa tengah secara keseluruhan,ganjar patut apresiasi upayanya menciptakan lingkungan pemerintahan bersih berintegritas jawa skor keberhasilan pribadi beliau keberhasilan masyarakat jawa ,ganjar,ganjar patut apresiasi upaya cipta lingkung perintah bersih integritas jawa skor hasil pribadi beliau hasil masyarakat jawa,positive
"@Nikmatul_Sg @ganjarpranowo Keren deh, Pak Ganjar emang bener-bener support system yang siap nolong kapan aja.",Keren deh Pak Ganjar emang bener bener support system yang siap nolong kapan aja,keren deh pak ganjar emang bener bener support system yang siap nolong kapan aja,keren deh ganjar support system nolong ,ganjar,keren deh ganjar support system nolong,positive
@Prihati_utami Pak ganjar memang yg pling mumpuni..gk bisa dibpungkiri lagi..dri rekam jejak nya jd gub.jateng pun sdah byk nilai plus nya..gk hnya pinter debat tp jg pinter dlm kerjain tygas2 nya sbgai pelayan rakyat,Pak ganjar memang yg pling mumpuni gk bisa dibpungkiri lagi dri rekam jejak nya jd gub jateng pun sdah byk nilai plus nya gk hnya pinter debat tp jg pinter dlm kerjain tygas nya sbgai pelayan rakyat,pak ganjar memang yg pling mumpuni gk bisa dibpungkiri lagi dri rekam jejak nya jd gub jateng pun sdah byk nilai plus nya gk hnya pinter debat tp jg pinter dlm kerjain tygas nya sbgai pelayan rakyat,ganjar mumpuni dibpungkiri rekam jejak nya gub jateng nilai plus nya pintar debat pintar kerjain tygas nya pelayan rakyat ,ganjar,ganjar mumpuni dibpungkiri rekam jejak nya gub jateng nilai plus nya pintar debat pintar kerjain tygas nya layan rakyat,positive
"@kiki_daliyo Kinerja terbaik pasti pak ganjar dan pak mahfud,yang sat set",Kinerja terbaik pasti pak ganjar dan pak mahfud yang sat set,kinerja terbaik pasti pak ganjar dan pak mahfud yang sat set,kinerja terbaik ganjar mahfud sat set ,ganjar,kerja baik ganjar mahfud sat set,positive
@tvOneNews yg kena skakmat ini sih prabowo bukan ganjar wkwkkw,yg kena skakmat ini sih prabowo bukan ganjar wkwkkw,yg kena skakmat ini sih prabowo bukan ganjar wkwkkw,kena skakmat sih prabowo ganjar wkwkkw ,ganjar,kena skakmat sih prabowo ganjar wkwkkw,neutral
@ekokuntadhi1 Demi menaikkan derajat Om Wowo ingin menjatuhkan Pak Ganjar Oh tidak bisa netizen itu pintar,Demi menaikkan derajat Om Wowo ingin menjatuhkan Pak Ganjar Oh tidak bisa netizen itu pintar,demi menaikkan derajat om wowo ingin menjatuhkan pak ganjar oh tidak bisa netizen itu pintar,menaikkan derajat om wowo menjatuhkan ganjar oh netizen pintar ,ganjar,naik derajat om wowo jatuh ganjar oh netizen pintar,neutral
"@Anak__Ogi kalau ganjar memang serius ingin memberantas korupsi , suruh donk anak mak banteng sahkan UU perampasan aset koruptor dia kan ketua DPR RI😆",kalau ganjar memang serius ingin memberantas korupsi suruh donk anak mak banteng sahkan UU perampasan aset koruptor dia kan ketua DPR RI,kalau ganjar memang serius ingin memberantas korupsi suruh donk anak mak banteng sahkan uu perampasan aset koruptor dia kan ketua dpr ri,ganjar serius memberantas korupsi suruh anak mak banteng sahkan uu perampasan aset koruptor ketua dpr ri ,ganjar,ganjar serius berantas korupsi suruh anak mak banteng sahkan uu ampas aset koruptor ketua dpr ri,neutral
@ganjarpranowo Bener pak Ganjar saya setuju pemimpin itu harus memiliki pemikiran yang luas dan bijaksana dalam menyikapi kondisi situasi apapun,Bener pak Ganjar saya setuju pemimpin itu harus memiliki pemikiran yang luas dan bijaksana dalam menyikapi kondisi situasi apapun,bener pak ganjar saya setuju pemimpin itu harus memiliki pemikiran yang luas dan bijaksana dalam menyikapi kondisi situasi apapun,ganjar setuju pemimpin memiliki pemikiran luas bijaksana menyikapi kondisi situasi apapun ,ganjar,ganjar tuju pimpin milik pikir luas bijaksana sikap kondisi situasi apa,positive
@ekokuntadhi1 Pendukungnya sebelah ko lucu lucu yah Pak ganjar yang paling tinggi loh integritas nya,Pendukungnya sebelah ko lucu lucu yah Pak ganjar yang paling tinggi loh integritas nya,pendukungnya sebelah ko lucu lucu yah pak ganjar yang paling tinggi loh integritas nya,pendukungnya sebelah lucu lucu ya ganjar loh integritas nya ,ganjar,dukung belah lucu lucu ya ganjar loh integritas nya,positive
@Nikmatul_Sg @ganjarpranowo Terharu dengan keharmonisan Pak Ganjar kepada keluarga nya,Terharu dengan keharmonisan Pak Ganjar kepada keluarga nya,terharu dengan keharmonisan pak ganjar kepada keluarga nya,terharu keharmonisan ganjar keluarga nya ,ganjar,haru harmonis ganjar keluarga nya,neutral
"@Dennysiregar7 Ide pak ganjar emang sangat solutif ya, makasih pak",Ide pak ganjar emang sangat solutif ya makasih pak,ide pak ganjar emang sangat solutif ya makasih pak,ide ganjar solutif ya terima kasih ,ganjar,ide ganjar solutif ya terima kasih,neutral
@Nikmatul_Sg @ganjarpranowo keluarga pak ganjar tuh bener bener harmonis,keluarga pak ganjar tuh bener bener harmonis,keluarga pak ganjar tuh bener bener harmonis,keluarga ganjar tuh harmonis ,ganjar,keluarga ganjar tuh harmonis,negative
@Nikmatul_Sg @ganjarpranowo Semoga bahagia selalu keluarga pak ganjar Kami akan selalu doa kan yang terbaik buat pak ganjar,Semoga bahagia selalu keluarga pak ganjar Kami akan selalu doa kan yang terbaik buat pak ganjar,semoga bahagia selalu keluarga pak ganjar kami akan selalu doa kan yang terbaik buat pak ganjar,semoga bahagia keluarga ganjar doa terbaik ganjar ,ganjar,moga bahagia keluarga ganjar doa baik ganjar,positive
@KataNadiaaa Semakin yakin dukung pak ganjar sih.. Kalau ini  circle bisa dinilai deh,Semakin yakin dukung pak ganjar sih Kalau ini circle bisa dinilai deh,semakin yakin dukung pak ganjar sih kalau ini circle bisa dinilai deh,dukung ganjar sih circle dinilai deh ,ganjar,dukung ganjar sih circle nilai deh,positive
@kiki_daliyo Memang kinerja yang paling bagus cuma pak Ganjar jangan di ragukan lagi deh,Memang kinerja yang paling bagus cuma pak Ganjar jangan di ragukan lagi deh,memang kinerja yang paling bagus cuma pak ganjar jangan di ragukan lagi deh,kinerja bagus ganjar ragukan deh ,ganjar,kerja bagus ganjar ragu deh,positive
@Melihat_Indo emang sejauh ini kliatan pak ganjar yang terbaik,emang sejauh ini kliatan pak ganjar yang terbaik,emang sejauh ini kliatan pak ganjar yang terbaik,ganjar terbaik ,ganjar,ganjar baik,positive
"Debat kemarin ada yang mau nyerang  presiden 2024 Ganjar Pranowo dngn kasus Wadas, langsung di tarik telinganya dan dibisikin kalo wadas itu proyek strategis nasional. Nah kena lo Aleeeee.... Ganjar Ngebut Beresin Lahan Wadas demi Proyek Besar Jokowi https://t.co/jinbZrxOuE",Debat kemarin ada yang mau nyerang presiden Ganjar Pranowo dngn kasus Wadas langsung di tarik telinganya dan dibisikin kalo wadas itu proyek strategis nasional Nah kena lo Aleee Ganjar Ngebut Beresin Lahan Wadas demi Proyek Besar Jokowi,debat kemarin ada yang mau nyerang presiden ganjar pranowo dngn kasus wadas langsung di tarik telinganya dan dibisikin kalo wadas itu proyek strategis nasional nah kena lo aleee ganjar ngebut beresin lahan wadas demi proyek besar jokowi,debat kemarin menyerang presiden ganjar pranowo dngn wadas langsung tarik telinganya dibisikin kalo wadas proyek strategis nasional kena lo aleee ganjar ngebut beresin lahan wadas proyek jokowi ,ganjar,debat kemarin serang presiden ganjar pranowo dngn wadas langsung tarik telinga dibisikin kalo wadas proyek strategis nasional kena lo aleee ganjar ngebut resin lahan wadas proyek jokowi,negative
"@Nikmatul_Sg @ganjarpranowo Pak Ganjar itu bukan cuma support system biasa, tapi support system yang all out"" buat masyarakat!""",Pak Ganjar itu bukan cuma support system biasa tapi support system yang all out buat masyarakat,pak ganjar itu bukan cuma support system biasa tapi support system yang all out buat masyarakat,ganjar support system support system all out masyarakat ,ganjar,ganjar support system support system all out masyarakat,positive
@kiki_daliyo Pak Ganjar ga ada lawan. Udh terbukti nyata lewat rekam jejak,Pak Ganjar ga ada lawan Udh terbukti nyata lewat rekam jejak,pak ganjar ga ada lawan udh terbukti nyata lewat rekam jejak,ganjar lawan terbukti nyata rekam jejak ,ganjar,ganjar lawan bukti nyata rekam jejak,negative
@Melihat_Indo Banyak yang senang dengar percakapan Pak Ganjar kemarin malam,Banyak yang senang dengar percakapan Pak Ganjar kemarin malam,banyak yang senang dengar percakapan pak ganjar kemarin malam,senang dengar percakapan ganjar kemarin malam ,ganjar,senang dengar cakap ganjar kemarin malam,positive
